id;Name;Gender;Produit;Type;Prix;Date
1659;Jasmine Lopez;Female;Saucisse de canard;Charcuterie;1600;2022-01-01 09:52:00.0000000
1660;Julia Garcia;Male;Poulet entier fermier;Viande;3000;2022-08-28 00:09:00.0000000
1661;Zachary Hall;Male;Poulet entier fermier;Viande;3000;2022-12-03 19:27:00.0000000
1662;Adjoa Boateng;Female;Rillettes d'oie;Charcuterie;1500;2022-03-24 13:45:00.0000000
1663;Katelyn Flores;Female;Saucisse de Montbéliard;Charcuterie;1900;2022-08-31 13:18:00.0000000
1664;Samuel Diaz;Male;Saucisse de foie;Charcuterie;1800;2022-06-10 21:30:00.0000000
1665;Omaru Sise;Male;Pâté de chevreuil;Charcuterie;1800;2022-05-28 04:31:00.0000000
1666;Marie Kelly;Female;Jambon fumé;Charcuterie;1400;2022-08-28 15:20:00.0000000
1667;Amina Azikiwe;Female;Soin contour des lèvres L'Oréal;Produits de soin des lèvres;700;2022-05-18 16:16:00.0000000
1668;Sibongile Zulu;Female;Pot de crème hydratante Nivea;Hygiène;1500;2022-12-18 10:32:00.0000000
1669;Olivia Smith;Female;Boîte de haricots verts en conserve;Condiment;750;2022-04-26 15:52:00.0000000
1670;Camila Washington;Female;Sachet de feuilles de thé;Thé;500;2022-03-31 09:31:00.0000000
1671;Kwabena Osei;Male;Sachet de mélange d'épices pour tajine;Condiment;750;2022-06-06 01:51:00.0000000
1672;Nabila Cissé;Female;Sac de pommes de terre;Légumes;1000;2022-10-06 10:30:00.0000000
1673;Jason Wood;Male;Bouteille de Jack Daniel;Liqueur;5000;2022-12-19 13:46:00.0000000
1674;Jelani Jalloh;Male;Lotion hydratante pour le visage Nivea;Produits de soin pour le visage;1200;2022-05-21 20:12:00.0000000
1675;Anna Mitchell;Female;Déodorant stick Narta;Produits d'hygiène;800;2022-11-27 07:17:00.0000000
1676;Nadia Kamara;Female;Terrine de faisan;Charcuterie;1700;2022-06-05 05:50:00.0000000
1677;Ngozi Nwadike;Female;Barre de chocolat Milka;Chocolat;750;2022-08-22 08:24:00.0000000
1678;Victoria Powell;Female;Paquet de couches Pampers;Hygiène;2500;2022-11-21 15:35:00.0000000
1679;Katherine Foster;Female;Boudin noir;Charcuterie;1500;2022-12-16 14:07:00.0000000
1680;Owen Murphy;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-12-25 06:09:00.0000000
1681;Sara Henderson;Female;Pâté de sanglier;Charcuterie;1800;2022-05-22 10:18:00.0000000
1682;William Perez;Male;Saucisson à la figue;Charcuterie;1600;2022-12-23 05:56:00.0000000
1683;Babajide Adewale;Male;Boîte de maïs en conserve;Condiment;750;2022-12-01 15:35:00.0000000
1684;Roy Collins;Male;Sachet de sucre Daddy;Sucrerie;500;2022-04-04 08:07:00.0000000
1685;Miranda Allen;Female;Soin hydratant matifiant Vichy;Produits de soin pour le visage;2500;2022-05-31 09:38:00.0000000
1686;Sophia Davis;Female;Terrine de biche;Charcuterie;1700;2022-01-07 19:04:00.0000000
1687;Willard Patterson;Male;Gel douche hydratant à la grenade Neutrogena;Produits de douche;1200;2022-12-07 11:46:00.0000000
1688;Peter Hill;Male;Terrine de pintade;Charcuterie;1600;2022-09-16 08:00:00.0000000
1689;Jason Wood;Male;Sachet de chips au fromage;Snack;1000;2022-07-04 00:58:00.0000000
1690;Paul Evans;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-03-19 23:26:00.0000000
1691;Tariq Ndlovu;Male;Crème solaire peaux sensibles Avène;Produits de protection solaire;2000;2022-08-03 13:19:00.0000000
1692;Abigail Mensah;Female;Sachet de piment en poudre;Condiment;500;2022-02-08 04:39:00.0000000
1693;Mamadou Diallo;Male;Baume après-rasage sans alcool Nivea;Produits de rasage;700;2022-07-14 05:39:00.0000000
1694;William Hernandez;Male;Saucisson de Lyon;Charcuterie;1400;2022-01-17 19:06:00.0000000
1695;Ronald Cox;Male;Coppa;Charcuterie;1600;2022-01-12 15:38:00.0000000
1696;Jamila Kamara;Female;Shampooing réparateur L'Oréal;Produits de soin capillaire;1500;2022-01-11 10:17:00.0000000
1697;Femi Adekunle;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-11-27 21:18:00.0000000
1698;Claire Taylor;Female;Baume à cuticules Sally Hansen;Produits de soin pour les ongles;1000;2022-01-06 21:12:00.0000000
1699;Nabila Cissé;Female;Pâté de volaille;Charcuterie;1200;2022-08-28 13:42:00.0000000
1700;Olivia Smith;Female;Lotion tonique purifiante Neutrogena;Produits de soin pour le visage;1200;2022-04-01 13:11:00.0000000
1701;Saidi Jalloh;Male;Déodorant spray sans gaz propulseur Nivea;Produits d'hygiène;800;2022-11-28 19:31:00.0000000
1702;Mamoudou Chukwu;Male;Pâté de volaille;Charcuterie;1200;2022-10-05 01:48:00.0000000
1703;Oluwaseun Adeyemi;Male;Crème de nuit nourrissante Nivea;Produits de soin pour le visage;1200;2022-10-01 04:43:00.0000000
1704;Bobby Howard;Male;Dentifrice blancheur Oral-B;Produits d'hygiène dentaire;500;2022-08-13 00:23:00.0000000
1705;Matthew Lee;Male;Pâté de marcassin;Charcuterie;1900;2022-04-24 19:00:00.0000000
1706;Chinelo Nwachukwu;Female;Crème de jour hydratante et protectrice Nivea;Produits de soin pour le visage;1200;2022-05-11 15:35:00.0000000
1707;Kwame Asante;Male;Terrine de pigeon;Charcuterie;1700;2022-08-07 18:18:00.0000000
1708;Simba Moyo;Male;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2022-03-04 12:28:00.0000000
1709;Bintou Traoré;Female;Jambon cru;Charcuterie;1700;2022-02-18 23:55:00.0000000
1710;Melissa Bailey;Female;Sachet de riz Mama Africa;Alimentation;2000;2022-12-30 05:32:00.0000000
1711;Jesse Murphy;Male;Masque capillaire Garnier;Produits de soin capillaire;1800;2022-05-18 18:09:00.0000000
1712;Chinelo Nwachukwu;Female;Paquet de chips Tortilla;Snack;1000;2022-04-09 04:27:00.0000000
1713;Kemi Adeyemi;Female;Terrine de campagne;Charcuterie;1900;2022-08-14 16:40:00.0000000
1714;Fanta Camara;Female;Déodorant Rexona;Produits d'hygiène;800;2022-04-01 12:31:00.0000000
1715;Allison Ross;Female;Boîte de kleenex;Hygiène;1000;2022-05-06 10:53:00.0000000
1716;Michael Brown;Male;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2022-04-17 06:43:00.0000000
1717;Nicole Reed;Female;Gel coiffant L'Oréal;Produits de coiffure;1500;2022-11-20 18:21:00.0000000
1718;Saidou Bah;Male;Shampooing réparateur L'Oréal;Produits de soin capillaire;1500;2022-11-25 12:47:00.0000000
1719;Adama Ba;Female;Boîte de conserve de thon Petit Navire;Poisson;1000;2022-08-25 15:33:00.0000000
1720;Christina Roberts;Female;Pâté de porc;Charcuterie;1200;2022-08-11 17:26:00.0000000
1721;Natalie Flores;Female;Lotion anti-âge pour le visage L'Oréal;Produits de soin pour le visage;1200;2022-11-05 16:45:00.0000000
1722;Chiamaka Adewale;Female;Pâté de campagne;Charcuterie;1200;2022-07-24 22:20:00.0000000
1723;Elijah Perez;Male;Saucisson à la mirabelle;Charcuterie;1400;2022-02-26 19:05:00.0000000
1724;Owen Murphy;Male;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2022-01-19 23:45:00.0000000
1725;Jeremy Evans;Male;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2022-07-29 21:51:00.0000000
1726;Benjamin Rivera;Male;Déodorant spray fraîcheur instantanée Nivea;Produits d'hygiène;800;2022-04-07 07:59:00.0000000
1727;Evelyn Watson;Female;Dentifrice Signal;Produits d'hygiène dentaire;500;2022-12-24 15:58:00.0000000
1728;Emeka Diop;Male;Crème solaire visage et corps biodégradable La Roche-Posay;Produits de protection solaire;2000;2022-05-07 10:57:00.0000000
1729;Lily Morris;Female;Rillettes de porc;Charcuterie;1300;2022-12-31 19:14:00.0000000
1730;Amanda Lopez;Female;Lingettes démaquillantes réutilisables Garnier;Produits de démaquillage;800;2022-08-02 23:04:00.0000000
1731;Obinna Chukwu;Male;Pot de crème dessert Danette;Dessert;1000;2022-10-29 09:28:00.0000000
1732;Jabari Nkrumah;Male;Pâté de perdreau;Charcuterie;1800;2022-07-17 04:42:00.0000000
1733;Christopher Wilson;Male;Pot de confiture de fraises;Condiment;1000;2022-04-01 00:43:00.0000000
1734;Ayodele Akinwande;Female;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2022-01-09 00:22:00.0000000
1735;Kwame Asante;Male;Saucisson au genièvre;Charcuterie;1400;2022-12-13 10:15:00.0000000
1736;Kwame Asante;Male;Pâté de faisan;Charcuterie;1800;2022-05-02 20:48:00.0000000
1737;Sanaa Oumar;Female;Gel douche exfoliant au sel marin Neutrogena;Produits de douche;1200;2022-06-08 06:29:00.0000000
1738;Jabari Nkrumah;Male;Pot de crème hydratante Nivea;Hygiène;1500;2022-09-11 12:31:00.0000000
1739;Ngozi Eze;Female;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2022-09-19 14:27:00.0000000
1740;Robert Miller;Male;Boudin blanc;Charcuterie;1400;2022-10-22 23:43:00.0000000
1741;Christian Wright;Male;Boîte de kleenex;Hygiène;1000;2022-05-29 23:40:00.0000000
1742;Yaa Mohammed;Female;Pâté de pigeon;Charcuterie;1800;2022-04-21 03:58:00.0000000
1743;Saidi Jalloh;Male;Sachet de pâtes de curry rouge;Condiment;750;2022-04-16 10:13:00.0000000
1744;Adanna Nwachukwu;Female;Lotion anti-âge pour le visage L'Oréal;Produits de soin pour le visage;1200;2022-08-06 16:20:00.0000000
1745;Aisha Abubakar;Female;Baume après-rasage sans alcool Nivea;Produits de rasage;700;2022-09-25 15:12:00.0000000
1746;Matthew Evans;Male;Crème hydratante Nivea;Produits de soin pour le corps;1000;2022-03-13 11:28:00.0000000
1747;Nneka Abubakar;Female;Soin anti-âge global pour le visage L'Oréal;Produits de soin pour le visage;2500;2022-07-17 12:37:00.0000000
1748;Daniel Green;Male;Sachet de thé à la menthe;Thé;500;2022-02-02 14:07:00.0000000
1749;Sadia Traoré;Female;Soin anti-fatigue pour le visage Nivea;Produits de soin pour le visage;2500;2022-05-29 14:40:00.0000000
1750;Kwadwo Mensah;Male;Lingettes démaquillantes biodégradables Nivea;Produits de démaquillage;800;2022-01-25 20:45:00.0000000
1751;Emeka Diop;Male;Sac de croquettes pour chien Pedigree;Animaux;2000;2022-01-16 05:04:00.0000000
1752;Aria Cox;Female;Crème anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-03-04 01:35:00.0000000
1753;Michael Brown;Male;Saucisson à la mirabelle;Charcuterie;1400;2022-10-12 16:39:00.0000000
1754;Henry Perry;Male;Sac de pommes de terre;Légumes;1000;2022-12-09 22:53:00.0000000
1755;Kwaku Boateng;Male;Démaquillant yeux bi-phasé waterproof L'Oréal;Produits de démaquillage;1200;2022-04-28 00:41:00.0000000
1756;Aisha Ibrahim;Female;Lotion hydratante pour le visage Nivea;Produits de soin pour le visage;1200;2022-02-21 03:38:00.0000000
1757;Phillip Reed;Male;Shampooing réparateur L'Oréal;Produits de soin capillaire;1500;2022-03-11 12:24:00.0000000
1758;David Williams;Male;Pâté de marcassin aux airelles;Charcuterie;1800;2022-11-26 12:06:00.0000000
1759;Kevin King;Male;Tube de dentifrice Colgate;Hygiène;750;2022-04-21 09:36:00.0000000
1760;Emeka Nnamdi;Male;Bouteille de lait frais Lactel;Lait;1000;2022-03-19 14:49:00.0000000
1761;Nkosi Dlamini;Male;Boîte de céréales pour petit déjeuner;Alimentation;1500;2022-06-05 22:16:00.0000000
1762;Babajide Adebayo;Male;Crème de jour hydratante Nivea;Produits de soin pour le visage;1200;2022-03-04 16:10:00.0000000
1763;Frances Coleman;Female;Saucisson à la noisette;Charcuterie;1700;2022-01-19 06:05:00.0000000
1764;Emeka Diop;Male;Dentifrice bio blanchissant Lavera;Produits d'hygiène dentaire;500;2022-11-15 07:43:00.0000000
1765;Henry Perry;Male;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2022-09-25 23:11:00.0000000
1766;Matthew Anderson;Male;Terrine de biche;Charcuterie;1700;2022-07-06 02:45:00.0000000
1767;Daniel Lewis;Male;Coppa;Charcuterie;1600;2022-06-08 04:06:00.0000000
1768;Scott Clark;Male;Gel coiffant effet mouillé Schwarzkopf;Produits de coiffure;1500;2022-02-04 23:41:00.0000000
1769;Emilia Davis;Female;Déodorant anti-transpirant Vichy;Produits d'hygiène;800;2022-07-16 15:23:00.0000000
1770;Steven James;Male;Pâté de faisan;Charcuterie;1800;2022-06-11 01:16:00.0000000
1771;Nabila Bah;Female;Boîte de mouchoirs en papier Lotus;Hygiène;1000;2022-03-09 23:21:00.0000000
1772;Adama Ba;Female;Dentifrice bio blanchissant Lavera;Produits d'hygiène dentaire;500;2022-07-04 21:08:00.0000000
1773;Diane Coleman;Female;Saucisse de Morteau;Charcuterie;1600;2022-02-27 23:59:00.0000000
1774;Bryan Hughes;Male;Saucisson aux herbes;Charcuterie;1400;2022-07-08 21:22:00.0000000
1775;Levi Sanchez;Male;Gel douche Nivea;Produits de douche;1200;2022-05-19 17:34:00.0000000
1776;Osei Bonsu;Male;Paquet de cacahuètes;Snack;750;2022-10-18 21:38:00.0000000
1777;Louis Rivera;Male;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2022-08-03 16:24:00.0000000
1778;Benjamin Rivera;Male;Pot de yaourt Danone;Produits laitiers;750;2022-03-17 19:32:00.0000000
1779;Adjoa Boateng;Female;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2022-10-16 01:29:00.0000000
1780;Scott Clark;Male;Andouille;Charcuterie;1600;2022-11-15 21:12:00.0000000
1781;Nadia Kamara;Female;Crème anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-01-14 16:53:00.0000000
1782;Fatimah Mohammed;Female;Shampooing réparateur L'Oréal;Produits de soin capillaire;1500;2022-02-03 22:35:00.0000000
1783;Ngozi Eze;Female;Boîte de conserve de thon Petit Navire;Poisson;1000;2022-12-30 17:26:00.0000000
1784;John Enrick;Male;Déodorant spray fraîcheur instantanée Nivea;Produits d'hygiène;800;2022-01-31 05:13:00.0000000
1785;Ngozi Onyeama;Female;Pot de confiture de fraises;Condiment;1000;2022-07-18 01:05:00.0000000
1786;Aaron Coleman;Male;Jambon de Bayonne;Charcuterie;1900;2022-08-29 04:15:00.0000000
1787;Joseph Richardson;Male;Sachet de feuilles de thé;Thé;500;2022-08-01 15:49:00.0000000
1788;Kwame Asante;Male;Sachet de sel;Condiment;500;2022-02-27 06:06:00.0000000
1789;Jason Wood;Male;Déodorant bille sans parfum Vichy;Produits d'hygiène;800;2022-10-15 15:42:00.0000000
1790;Kristen Coleman;Female;Gel coiffant effet mat Axe;Produits de coiffure;1500;2022-01-21 23:22:00.0000000
1791;Idris Bello;Male;Jambon de Paris;Charcuterie;1400;2022-04-15 09:38:00.0000000
1792;Chukwudi Eze;Male;Bouteille d'eau minérale Cristaline;Eau;500;2022-05-21 18:50:00.0000000
1793;Kwabena Osei;Male;Rillettes de thon au piment d'Espelette;Charcuterie;1500;2022-12-16 10:58:00.0000000
1794;Shawn Taylor;Male;Spray corporel Axe;Produits de soin pour le corps;800;2022-06-09 06:24:00.0000000
1795;Kemi Adeyemi;Female;Démaquillant yeux waterproof Garnier;Produits de démaquillage;1200;2022-06-01 16:57:00.0000000
1796;Idris Bello;Male;Crème apaisante après-soleil Nivea;Produits de protection solaire;2000;2022-06-22 12:59:00.0000000
1797;Uzoma Okoro;Male;Pot de crème glacée Carte d'Or;Glaces;2000;2022-12-18 04:50:00.0000000
1798;Saidi Jalloh;Male;Sac de farine de blé;Alimentation;1500;2022-04-27 01:31:00.0000000
1799;Femi Adekunle;Male;Crème anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-12-29 05:06:00.0000000
1800;Osei Mensah;Male;Déodorant stick Narta;Produits d'hygiène;800;2022-10-29 08:39:00.0000000
1801;Levi Sanchez;Male;Andouille;Charcuterie;1600;2022-08-16 01:12:00.0000000
1802;Amanda Lopez;Female;Pain de mie Jacques;Alimentation;750;2022-12-17 11:28:00.0000000
1803;Adanna Nwachukwu;Female;Baume après-rasage Gillette;Produits de rasage;700;2022-12-26 19:52:00.0000000
1804;Angela Lopez;Female;Lingettes démaquillantes à l'eau micellaire Garnier;Produits de démaquillage;800;2022-09-16 10:28:00.0000000
1805;Harper King;Female;Bouteille d'eau minérale Cristaline;Eau;500;2022-11-10 16:52:00.0000000
1806;Michael Smith;Male;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2022-08-05 08:40:00.0000000
1807;Fatoumata Diop;Female;Pâté de campagne;Charcuterie;1200;2022-06-13 11:44:00.0000000
1808;Jamila Abubakar;Female;Crème anti-cellulite Garnier;Produits de soin pour le corps;2000;2022-12-06 14:58:00.0000000
1809;Nadia Kamara;Female;Sachet de piment en poudre;Condiment;500;2022-02-22 01:55:00.0000000
1810;Tariq Ndlovu;Male;Dentifrice blanchissant Colgate;Produits d'hygiène dentaire;500;2022-05-19 11:45:00.0000000
1811;Lauren White;Female;Saucisse de canard fumée;Charcuterie;1600;2022-03-24 03:31:00.0000000
1812;Chinelo Nwachukwu;Female;Crème raffermissante pour le corps Garnier;Produits de soin pour le corps;2000;2022-12-10 07:36:00.0000000
1813;Mohammed Maalouf;Male;Terrine de pintade;Charcuterie;1600;2022-12-23 23:23:00.0000000
1814;Omaru Sise;Male;Saucisse de Francfort;Charcuterie;1000;2022-09-29 08:28:00.0000000
1815;Joshua Martinez;Male;Gel douche hydratant Dove;Produits de douche;1200;2022-05-27 10:19:00.0000000
1816;Isabella Miller;Female;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2022-10-13 12:35:00.0000000
1817;Caroline Bailey;Female;Pâté de lapin;Charcuterie;1300;2022-06-20 01:10:00.0000000
1818;Thomas Young;Male;Saucisse de Montbéliard;Charcuterie;1900;2022-08-14 19:02:00.0000000
1819;Kwaku Boateng;Male;Pot de yaourt Danone;Produits laitiers;750;2022-05-30 15:20:00.0000000
1820;Nneka Eze;Female;Terrine de faisan;Charcuterie;1700;2022-08-01 12:37:00.0000000
1821;Hazel Miller;Female;Pain de savon Lux;Hygiène;500;2022-06-30 09:47:00.0000000
1822;Nadia Kamara;Female;Shampooing fortifiant L'Oréal;Produits de soin capillaire;1800;2022-11-19 05:52:00.0000000
1823;Mohammed Maalouf;Male;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2022-11-30 11:45:00.0000000
1824;Aisha Abubakar;Female;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-08-10 19:35:00.0000000
1825;Adjoa Boateng;Female;Shampooing anti-pelliculaire Vichy;Produits de soin capillaire;1500;2022-02-01 12:58:00.0000000
1826;Idris Bonsu;Male;Rillettes d'oie;Charcuterie;1500;2022-03-23 18:09:00.0000000
1827;Daniel Miller;Male;Lotion tonique Nivea;Produits de soin pour le visage;1200;2022-04-01 22:05:00.0000000
1828;Tunde Ogunjobi;Male;Gel douche relaxant à la lavande L'Occitane;Produits de douche;1200;2022-08-07 07:44:00.0000000
1829;Saidi Jalloh;Male;Pâté de lapin aux noisettes;Charcuterie;1800;2022-02-21 21:33:00.0000000
1830;Clarence Lee;Male;Crème raffermissante pour le corps Garnier;Produits de soin pour le corps;2000;2022-11-22 22:36:00.0000000
1831;Adjoa Boateng;Female;Jambon de Paris;Charcuterie;1400;2022-03-31 15:35:00.0000000
1832;Hannah White;Female;Gel douche nourrissant Dove;Produits de douche;1200;2022-03-20 18:04:00.0000000
1833;Ruth Foster;Female;Lait hydratant pour le corps Johnson's;Produits de soin pour le corps;1000;2022-05-04 07:58:00.0000000
1834;Kwasi Amoako;Male;Mortadelle;Charcuterie;1700;2022-06-23 12:48:00.0000000
1835;Kwabena Osei;Male;Rillettes de thon à l'huile d'olive;Charcuterie;1500;2022-03-03 06:45:00.0000000
1836;Elizabeth Hall;Female;Saucisson à la noisette;Charcuterie;1700;2022-08-25 13:59:00.0000000
1837;Abena Agyeman;Female;Boudin noir;Charcuterie;1500;2022-09-13 19:57:00.0000000
1838;Femi Adekunle;Male;Boîte de conserve de thon Petit Navire;Poisson;1000;2022-05-10 04:15:00.0000000
1839;Josiah Adams;Male;Sachet de thé à la menthe;Thé;500;2022-12-13 04:33:00.0000000
1840;Zara Nkrumah;Female;Shampooing volumateur Timotei;Produits de soin capillaire;1500;2022-07-30 18:17:00.0000000
1841;Sofia Bailey;Female;Pot de mayonnaise Amora;Condiment;1000;2022-08-11 13:59:00.0000000
1842;Avery Adams;Female;Savon exfoliant Neutrogena;Produits de douche;1000;2022-09-05 12:44:00.0000000
1843;Amy Jenkins;Female;Rillettes de dinde;Charcuterie;1300;2022-03-23 10:08:00.0000000
1844;Michael Phillips;Male;Crème pour les pieds à l'urée Scholl;Produits de soin pour les pieds;1500;2022-08-06 01:47:00.0000000
1845;Martha Diaz;Female;Lotion anti-imperfections Garnier;Produits de soin pour le visage;1200;2022-10-03 20:35:00.0000000
1846;Nicole Reed;Female;Crème apaisante après-soleil Nivea;Produits de protection solaire;2000;2022-07-27 11:41:00.0000000
1847;Joseph White;Male;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2022-07-21 00:54:00.0000000
1848;Aisha Abubakar;Female;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2022-07-03 17:50:00.0000000
